NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,
GO_RESPONSE_TO_BMP,GO_RESPONSE_TO_BMP,,135,0.23931085,0.99021083,0.39691713,0.88310486,1.0,4879,"tags=41%, list=30%, signal=58%",
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,,89,0.27477956,0.98931974,0.31411532,0.885026,1.0,4096,"tags=38%, list=26%, signal=51%",
GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY,GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY,,147,0.23161575,0.9892775,0.4562118,0.8845908,1.0,3687,"tags=27%, list=23%, signal=35%",
GO_RESPONSE_TO_CHEMOKINE,GO_RESPONSE_TO_CHEMOKINE,,39,0.2899476,0.98884594,0.27348644,0.8847577,1.0,5051,"tags=51%, list=31%, signal=75%",
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,,26,0.32512313,0.98835015,0.4826884,0.8853755,1.0,156,"tags=12%, list=1%, signal=12%",
REACTOME_FORMATION_OF_THE_BETA_CATENIN:TCF_TRANSACTIVATING_COMPLEX,REACTOME_FORMATION_OF_THE_BETA_CATENIN:TCF_TRANSACTIVATING_COMPLEX,,41,0.3211992,0.9882206,0.33996025,0.8850853,1.0,2693,"tags=32%, list=17%, signal=38%",
GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,,113,0.23641884,0.98809755,0.513834,0.8849418,1.0,4917,"tags=41%, list=31%, signal=58%",
GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,,57,0.26050678,0.9878633,0.37995824,0.885106,1.0,3808,"tags=39%, list=24%, signal=50%",
GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,,94,0.23935685,0.9874728,0.4052953,0.88559103,1.0,4140,"tags=33%, list=26%, signal=44%",
GO_RESPONSE_TO_STARVATION,GO_RESPONSE_TO_STARVATION,,168,0.21228154,0.9873324,0.37881875,0.8854279,1.0,3154,"tags=21%, list=20%, signal=26%",
GO_NUCLEOLAR_PART,GO_NUCLEOLAR_PART,,167,0.2688671,0.98716867,0.39711934,0.88510674,1.0,5762,"tags=51%, list=36%, signal=79%",
REACTOME_SULFUR_AMINO_ACID_METABOLISM,REACTOME_SULFUR_AMINO_ACID_METABOLISM,,22,0.39457694,0.9871638,0.43006262,0.8845766,1.0,5702,"tags=55%, list=36%, signal=84%",
GO_T_CELL_CYTOKINE_PRODUCTION,GO_T_CELL_CYTOKINE_PRODUCTION,,20,0.30939636,0.9870967,0.32480314,0.8843151,1.0,4378,"tags=40%, list=27%, signal=55%",
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,,20,0.20885696,0.9870885,0.37330756,0.883872,1.0,4338,"tags=30%, list=27%, signal=41%",
GO_POSITIVE_REGULATION_OF_ERAD_PATHWAY,GO_POSITIVE_REGULATION_OF_ERAD_PATHWAY,,15,0.3354641,0.98708147,0.44532803,0.8833789,1.0,4899,"tags=53%, list=31%, signal=77%",
GO_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,GO_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,,19,0.2831824,0.98702997,0.47731754,0.8829354,1.0,3281,"tags=26%, list=20%, signal=33%",
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,,21,0.38780883,0.9868863,0.59498954,0.88266695,1.0,4140,"tags=43%, list=26%, signal=58%",
GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE,GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE,,39,0.31323823,0.98654455,0.49298596,0.88283855,1.0,5552,"tags=44%, list=35%, signal=66%",
GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,,41,0.33114558,0.9863737,0.53862214,0.88261676,1.0,2056,"tags=27%, list=13%, signal=31%",
GO_REGULATION_OF_GENE_SILENCING,GO_REGULATION_OF_GENE_SILENCING,,107,0.32254836,0.9861489,0.45924452,0.8825068,1.0,5814,"tags=52%, list=36%, signal=81%",
GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT,GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT,,15,0.3681608,0.9858474,0.37171718,0.8827425,1.0,2267,"tags=33%, list=14%, signal=39%",
GO_BILE_ACID_METABOLIC_PROCESS,GO_BILE_ACID_METABOLIC_PROCESS,,35,0.2620348,0.9858032,0.500956,0.8823102,1.0,3046,"tags=31%, list=19%, signal=39%",
GO_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,GO_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,,16,0.41295367,0.9852275,0.49423078,0.8828743,1.0,5064,"tags=63%, list=32%, signal=91%",
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,,17,0.3377604,0.9847937,0.41082165,0.88314635,1.0,3113,"tags=29%, list=19%, signal=36%",
GO_COPPER_ION_BINDING,GO_COPPER_ION_BINDING,,47,0.28730443,0.98469836,0.512,0.8828865,1.0,3908,"tags=40%, list=24%, signal=53%",
KEGG_ADHERENS_JUNCTION,KEGG_ADHERENS_JUNCTION,,66,0.29567292,0.98456335,0.56063616,0.88272655,1.0,3504,"tags=35%, list=22%, signal=44%",
KEGG_BASAL_TRANSCRIPTION_FACTORS,KEGG_BASAL_TRANSCRIPTION_FACTORS,,32,0.35281003,0.9839853,0.5328032,0.8835091,1.0,6389,"tags=59%, list=40%, signal=98%",
GO_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,GO_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,,21,0.50604874,0.9832491,0.48225468,0.8847143,1.0,4808,"tags=57%, list=30%, signal=81%",
GO_ISOPRENOID_METABOLIC_PROCESS,GO_ISOPRENOID_METABOLIC_PROCESS,,73,0.22550622,0.9814674,0.4595661,0.88848704,1.0,4038,"tags=32%, list=25%, signal=42%",
GO_NUCLEAR_TRANSCRIPTION_FACTOR_COMPLEX,GO_NUCLEAR_TRANSCRIPTION_FACTOR_COMPLEX,,176,0.26323062,0.9812993,0.4676409,0.88831663,1.0,5111,"tags=40%, list=32%, signal=59%",
GO_IRON_ION_HOMEOSTASIS,GO_IRON_ION_HOMEOSTASIS,,68,0.2490854,0.9812803,0.37787056,0.8878482,1.0,5598,"tags=47%, list=35%, signal=72%",
GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,,53,0.28861994,0.9808865,0.47418737,0.8881831,1.0,4257,"tags=45%, list=27%, signal=61%",
GO_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN,GO_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN,,21,0.378587,0.9807575,0.5131313,0.88806677,1.0,5367,"tags=48%, list=33%, signal=71%",
GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,,83,0.3225832,0.980483,0.5626243,0.8881208,1.0,5762,"tags=55%, list=36%, signal=86%",
GO_REGULATION_OF_B_CELL_ACTIVATION,GO_REGULATION_OF_B_CELL_ACTIVATION,,80,0.26855978,0.98040736,0.47791165,0.88777983,1.0,4700,"tags=41%, list=29%, signal=58%",
REACTOME_KERATINIZATION,REACTOME_KERATINIZATION,,26,0.37881693,0.98035616,0.4728682,0.88745534,1.0,4981,"tags=62%, list=31%, signal=89%",
GO_RRNA_TRANSCRIPTION,GO_RRNA_TRANSCRIPTION,,28,0.33588806,0.9802774,0.48225468,0.8872249,1.0,5753,"tags=50%, list=36%, signal=78%",
GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS,GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS,,22,0.34499052,0.9802676,0.40292275,0.88677233,1.0,6466,"tags=59%, list=40%, signal=99%",
GO_EPITHELIAL_CILIUM_MOVEMENT,GO_EPITHELIAL_CILIUM_MOVEMENT,,21,0.4634317,0.98007226,0.4487705,0.8868045,1.0,6383,"tags=57%, list=40%, signal=95%",
KEGG_COLORECTAL_CANCER,KEGG_COLORECTAL_CANCER,,59,0.2082397,0.9797286,0.25748503,0.8870732,1.0,2662,"tags=24%, list=17%, signal=28%",
GO_B_CELL_DIFFERENTIATION,GO_B_CELL_DIFFERENTIATION,,84,0.2559224,0.97958446,0.62650603,0.8868815,1.0,4922,"tags=43%, list=31%, signal=61%",
GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,,37,0.40008488,0.9795104,0.4572025,0.88644433,1.0,5601,"tags=54%, list=35%, signal=83%",
GO_FIBROBLAST_PROLIFERATION,GO_FIBROBLAST_PROLIFERATION,,73,0.27749443,0.9790879,0.5678497,0.88729906,1.0,3697,"tags=34%, list=23%, signal=44%",
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,,31,0.26217416,0.97850955,0.4124294,0.8885191,1.0,4305,"tags=39%, list=27%, signal=53%",
GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,,17,0.31341502,0.97839916,0.36753732,0.88821596,1.0,3576,"tags=41%, list=22%, signal=53%",
GO_BASAL_PLASMA_MEMBRANE,GO_BASAL_PLASMA_MEMBRANE,,26,0.29839522,0.978269,0.5322581,0.8880771,1.0,3097,"tags=35%, list=19%, signal=43%",
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,,19,0.39285064,0.978194,0.5705645,0.8877655,1.0,3993,"tags=42%, list=25%, signal=56%",
GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,,31,0.3261716,0.97782826,0.26008064,0.88828677,1.0,4410,"tags=32%, list=27%, signal=44%",
GO_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT,GO_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT,,15,0.33361292,0.9777584,0.56827307,0.8880936,1.0,4922,"tags=47%, list=31%, signal=67%",
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,,56,0.27723747,0.97699124,0.3533058,0.889717,1.0,2537,"tags=25%, list=16%, signal=30%",
GO_ALCOHOL_METABOLIC_PROCESS,GO_ALCOHOL_METABOLIC_PROCESS,,175,0.2425662,0.97665644,0.4516129,0.88991356,1.0,3342,"tags=27%, list=21%, signal=34%",
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,,26,0.3130836,0.97655624,0.47325101,0.889567,1.0,4417,"tags=46%, list=28%, signal=64%",
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,,172,0.2083444,0.97628254,0.56827307,0.8896187,1.0,4415,"tags=31%, list=27%, signal=42%",
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,,59,0.27964252,0.976049,0.36625513,0.88964045,1.0,5762,"tags=54%, list=36%, signal=84%",
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,,182,0.2777133,0.97510624,0.4697286,0.8916225,1.0,4643,"tags=35%, list=29%, signal=49%",
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS,GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS,,57,0.23460284,0.9750386,0.48722985,0.8912258,1.0,898,"tags=12%, list=6%, signal=13%",
GO_BRUSH_BORDER,GO_BRUSH_BORDER,,71,0.29127732,0.97478074,0.46376812,0.89114356,1.0,5959,"tags=46%, list=37%, signal=74%",
GO_MYELOID_CELL_APOPTOTIC_PROCESS,GO_MYELOID_CELL_APOPTOTIC_PROCESS,,21,0.30751655,0.9742439,0.27291667,0.891915,1.0,1968,"tags=29%, list=12%, signal=33%",
GO_RESPONSE_TO_ZINC_ION,GO_RESPONSE_TO_ZINC_ION,,35,0.31120077,0.973967,0.21062993,0.89209557,1.0,2026,"tags=26%, list=13%, signal=29%",
GO_INO80_TYPE_COMPLEX,GO_INO80_TYPE_COMPLEX,,24,0.31930906,0.9734615,0.4663951,0.89299715,1.0,1825,"tags=21%, list=11%, signal=23%",
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,,15,0.39540374,0.9734145,0.5882353,0.8926413,1.0,3403,"tags=53%, list=21%, signal=68%",
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,,37,0.31355283,0.9733146,0.6391129,0.8924999,1.0,5499,"tags=49%, list=34%, signal=74%",
GO_FIBRILLAR_CENTER,GO_FIBRILLAR_CENTER,,125,0.23016287,0.9730671,0.39711934,0.89253527,1.0,5491,"tags=45%, list=34%, signal=68%",
GO_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,GO_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,,18,0.28900287,0.9728842,0.5241935,0.8925001,1.0,692,"tags=17%, list=4%, signal=17%",
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,,73,0.25824478,0.9724005,0.3707415,0.89281756,1.0,5541,"tags=40%, list=35%, signal=60%",
GO_FATTY_ACID_BINDING,GO_FATTY_ACID_BINDING,,20,0.26520094,0.9718412,0.44583333,0.893433,1.0,2392,"tags=20%, list=15%, signal=23%",
GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,,62,0.2682862,0.9716489,0.48795182,0.89346886,1.0,4214,"tags=35%, list=26%, signal=48%",
GO_FATTY_ACID_BETA_OXIDATION,GO_FATTY_ACID_BETA_OXIDATION,,67,0.28677583,0.9711154,0.39278132,0.89436805,1.0,4292,"tags=37%, list=27%, signal=51%",
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,,114,0.288095,0.9706717,0.4321503,0.8946667,1.0,4333,"tags=36%, list=27%, signal=49%",
GO_GROWTH_FACTOR_BINDING,GO_GROWTH_FACTOR_BINDING,,112,0.290947,0.970157,0.38428876,0.895364,1.0,2576,"tags=24%, list=16%, signal=29%",
GO_ORGANIC_ACID_BINDING,GO_ORGANIC_ACID_BINDING,,141,0.21818171,0.96972173,0.45867768,0.89552665,1.0,1838,"tags=17%, list=11%, signal=19%",
GO_PROTEIN_INSERTION_INTO_MEMBRANE,GO_PROTEIN_INSERTION_INTO_MEMBRANE,,54,0.24120237,0.9696804,0.29227558,0.8951728,1.0,2985,"tags=26%, list=19%, signal=32%",
GO_LEUKOCYTE_PROLIFERATION,GO_LEUKOCYTE_PROLIFERATION,,168,0.24559142,0.9696444,0.46843177,0.894811,1.0,4832,"tags=38%, list=30%, signal=53%",
KEGG_SPHINGOLIPID_METABOLISM,KEGG_SPHINGOLIPID_METABOLISM,,32,0.29770768,0.9693819,0.37096775,0.89513093,1.0,3270,"tags=31%, list=20%, signal=39%",
GO_ORGAN_GROWTH,GO_ORGAN_GROWTH,,149,0.2634473,0.96917546,0.37787056,0.8950812,1.0,3486,"tags=30%, list=22%, signal=37%",
GO_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION,GO_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION,,30,0.34353992,0.968044,0.4919355,0.89806,1.0,5499,"tags=47%, list=34%, signal=71%",
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_HEMATOPOIETIC_CELL_LINEAGE,,32,0.3874691,0.9667951,0.5327869,0.89983517,1.0,1240,"tags=19%, list=8%, signal=20%",
GO_DNA_REPAIR_COMPLEX,GO_DNA_REPAIR_COMPLEX,,36,0.28884074,0.9666984,0.43232325,0.89965856,1.0,5991,"tags=56%, list=37%, signal=88%",
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION,GO_ALPHA_BETA_T_CELL_DIFFERENTIATION,,64,0.23829637,0.9665965,0.48915187,0.8992402,1.0,3155,"tags=28%, list=20%, signal=35%",
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,,66,0.28424877,0.9662388,0.4487705,0.8997155,1.0,3717,"tags=32%, list=23%, signal=41%",
GO_CELLULAR_HORMONE_METABOLIC_PROCESS,GO_CELLULAR_HORMONE_METABOLIC_PROCESS,,65,0.2832912,0.96568775,0.36659878,0.9005958,1.0,3808,"tags=35%, list=24%, signal=46%",
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,,23,0.2889234,0.9656764,0.2989899,0.90010023,1.0,1759,"tags=22%, list=11%, signal=24%",
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,,32,0.27751765,0.9655342,0.4727955,0.89992845,1.0,3046,"tags=34%, list=19%, signal=42%",
GO_ENDOPLASMIC_RETICULUM_EXIT_SITE,GO_ENDOPLASMIC_RETICULUM_EXIT_SITE,,18,0.32859737,0.9651135,0.49098197,0.9005329,1.0,6382,"tags=56%, list=40%, signal=92%",
GO_BONE_MORPHOGENESIS,GO_BONE_MORPHOGENESIS,,95,0.28295296,0.9650712,0.5741127,0.9001351,1.0,2056,"tags=23%, list=13%, signal=26%",
GO_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,,16,0.36517093,0.9650661,0.66064256,0.8996196,1.0,5112,"tags=56%, list=32%, signal=82%",
GO_SMOOTH_ENDOPLASMIC_RETICULUM,GO_SMOOTH_ENDOPLASMIC_RETICULUM,,31,0.2606825,0.9646592,0.4057377,0.8999551,1.0,3214,"tags=39%, list=20%, signal=48%",
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,,58,0.21399304,0.9645743,0.70454544,0.89959776,1.0,5346,"tags=40%, list=33%, signal=59%",
REACTOME_PROTEIN_LOCALIZATION,REACTOME_PROTEIN_LOCALIZATION,,152,0.25393522,0.9642707,0.5073069,0.8998463,1.0,4430,"tags=38%, list=28%, signal=51%",
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,,48,0.28326765,0.96417624,0.4892368,0.8994835,1.0,3853,"tags=29%, list=24%, signal=38%",
GO_MESODERM_MORPHOGENESIS,GO_MESODERM_MORPHOGENESIS,,59,0.30431336,0.96398646,0.57228917,0.89921474,1.0,4829,"tags=42%, list=30%, signal=60%",
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,24,0.4112015,0.9634293,0.4572025,0.89996195,1.0,3644,"tags=38%, list=23%, signal=48%",
GO_ENDORIBONUCLEASE_ACTIVITY,GO_ENDORIBONUCLEASE_ACTIVITY,,52,0.34552225,0.9631887,0.3875502,0.899855,1.0,5577,"tags=56%, list=35%, signal=85%",
GO_T_CELL_DIFFERENTIATION,GO_T_CELL_DIFFERENTIATION,,153,0.22580647,0.9630847,0.46575344,0.8994835,1.0,3155,"tags=25%, list=20%, signal=31%",
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,,28,0.28177363,0.96262074,0.4684015,0.9003769,1.0,3046,"tags=36%, list=19%, signal=44%",
KEGG_TYPE_I_DIABETES_MELLITUS,KEGG_TYPE_I_DIABETES_MELLITUS,,20,0.3693557,0.96126103,0.59615386,0.90341073,1.0,1308,"tags=25%, list=8%, signal=27%",
GO_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL,GO_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL,,15,0.23707503,0.961257,0.41269842,0.9028951,1.0,5242,"tags=33%, list=33%, signal=49%",
GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION,GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION,,21,0.30562758,0.9610948,0.478,0.90262926,1.0,5814,"tags=57%, list=36%, signal=89%",
BIOCARTA_EICOSANOID_PATHWAY,BIOCARTA_EICOSANOID_PATHWAY,,15,0.33354673,0.96097636,0.48676172,0.90232885,1.0,3223,"tags=33%, list=20%, signal=42%",
GO_PERINUCLEAR_ENDOPLASMIC_RETICULUM,GO_PERINUCLEAR_ENDOPLASMIC_RETICULUM,,19,0.28923625,0.9609465,0.5968992,0.90186805,1.0,2303,"tags=26%, list=14%, signal=31%",
GO_PRERIBOSOME,GO_PRERIBOSOME,,69,0.4128611,0.9609124,0.48225468,0.90145016,1.0,7050,"tags=70%, list=44%, signal=123%",
GO_LUMENAL_SIDE_OF_MEMBRANE,GO_LUMENAL_SIDE_OF_MEMBRANE,,22,0.40464178,0.9606397,0.46008402,0.9017509,1.0,4269,"tags=36%, list=27%, signal=49%",
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,,15,0.36388722,0.96061933,0.608871,0.90124,1.0,1508,"tags=20%, list=9%, signal=22%",
GO_PROLINE_RICH_REGION_BINDING,GO_PROLINE_RICH_REGION_BINDING,,17,0.28258637,0.9601156,0.3419483,0.9017561,1.0,3926,"tags=35%, list=24%, signal=47%",
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,,94,0.27690357,0.9595892,0.46385542,0.90231824,1.0,5846,"tags=52%, list=36%, signal=81%",
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR,,24,0.31992412,0.9592562,0.402,0.90243185,1.0,4038,"tags=42%, list=25%, signal=56%",
GO_LUNG_CELL_DIFFERENTIATION,GO_LUNG_CELL_DIFFERENTIATION,,18,0.29847088,0.95925283,0.39248434,0.90192,1.0,3348,"tags=33%, list=21%, signal=42%",
GO_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,GO_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,,19,0.2960901,0.959057,0.40936863,0.90196526,1.0,598,"tags=16%, list=4%, signal=16%",
PID_IL23_PATHWAY,PID_IL23_PATHWAY,,18,0.34590176,0.95886725,0.5925197,0.90212095,1.0,1616,"tags=22%, list=10%, signal=25%",
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,,34,0.21531714,0.95884407,0.48949578,0.9017373,1.0,2915,"tags=24%, list=18%, signal=29%",
GO_P_BODY,GO_P_BODY,,73,0.26071888,0.958582,0.49598393,0.9018078,1.0,5499,"tags=48%, list=34%, signal=73%",
GO_DNA_METHYLATION,GO_DNA_METHYLATION,,50,0.26388025,0.9583545,0.4970179,0.9019519,1.0,4417,"tags=30%, list=28%, signal=41%",
GO_PROTEIN_DESTABILIZATION,GO_PROTEIN_DESTABILIZATION,,38,0.23830864,0.95834345,0.61829025,0.90149194,1.0,1817,"tags=18%, list=11%, signal=21%",
GO_PROTEIN_IMPORT,GO_PROTEIN_IMPORT,,160,0.211181,0.95831984,0.47046843,0.90100574,1.0,4214,"tags=32%, list=26%, signal=43%",
GO_RESPONSE_TO_DSRNA,GO_RESPONSE_TO_DSRNA,,36,0.33562374,0.9582701,0.49686846,0.90063596,1.0,5213,"tags=39%, list=32%, signal=57%",
GO_REGULATION_OF_APPETITE,GO_REGULATION_OF_APPETITE,,15,0.3215453,0.9582347,0.700611,0.9002124,1.0,3158,"tags=27%, list=20%, signal=33%",
GO_REGULATION_OF_CELL_SHAPE,GO_REGULATION_OF_CELL_SHAPE,,124,0.21333654,0.9577551,0.6086956,0.9007357,1.0,2442,"tags=19%, list=15%, signal=23%",
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,,45,0.2908705,0.95758533,0.3669903,0.900678,1.0,4719,"tags=44%, list=29%, signal=63%",
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,,26,0.35506225,0.95744234,0.5532359,0.9003558,1.0,6082,"tags=54%, list=38%, signal=87%",
GO_HISTONE_DEUBIQUITINATION,GO_HISTONE_DEUBIQUITINATION,,21,0.27650613,0.9573969,0.52191234,0.89988536,1.0,1563,"tags=14%, list=10%, signal=16%",
GO_PROTEIN_TETRAMERIZATION,GO_PROTEIN_TETRAMERIZATION,,111,0.22670563,0.95727384,0.3836978,0.89966834,1.0,3766,"tags=32%, list=23%, signal=41%",
GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,,35,0.27433664,0.95687467,0.5146199,0.9001918,1.0,1981,"tags=23%, list=12%, signal=26%",
