NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,,19,-0.4611811,-1.094653,0.4679487,0.7227052,1.0,1778,"tags=26%, list=11%, signal=30%",
GO_JNK_CASCADE,GO_JNK_CASCADE,,171,-0.2481536,-1.0944585,0.11018711,0.72264785,1.0,2868,"tags=25%, list=18%, signal=30%",
REACTOME_GAP_JUNCTION_ASSEMBLY,REACTOME_GAP_JUNCTION_ASSEMBLY,,17,-0.3931368,-1.0943681,0.2672234,0.72251123,1.0,1776,"tags=35%, list=11%, signal=40%",
GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,,28,-0.48026633,-1.0941485,0.207767,0.7224709,1.0,4869,"tags=64%, list=30%, signal=92%",
GO_RENAL_SYSTEM_PROCESS,GO_RENAL_SYSTEM_PROCESS,,90,-0.29198605,-1.0940566,0.29268292,0.7221598,1.0,3825,"tags=36%, list=24%, signal=46%",
GO_TRANSLATION_REPRESSOR_ACTIVITY,GO_TRANSLATION_REPRESSOR_ACTIVITY,,24,-0.28401273,-1.0938032,0.28282827,0.72233135,1.0,3138,"tags=33%, list=20%, signal=41%",
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT,GO_VENTRAL_SPINAL_CORD_DEVELOPMENT,,35,-0.38400134,-1.0933934,0.3436853,0.72293794,1.0,4653,"tags=46%, list=29%, signal=64%",
GO_DEMETHYLATION,GO_DEMETHYLATION,,51,-0.34389052,-1.092557,0.3253493,0.72418964,1.0,2334,"tags=25%, list=15%, signal=30%",
BIOCARTA_IGF1MTOR_PATHWAY,BIOCARTA_IGF1MTOR_PATHWAY,,19,-0.38032642,-1.090215,0.3809524,0.72918564,1.0,4828,"tags=58%, list=30%, signal=83%",
GO_SMOOTH_MUSCLE_CONTRACTION,GO_SMOOTH_MUSCLE_CONTRACTION,,86,-0.29411894,-1.0901448,0.27831095,0.7288999,1.0,3690,"tags=31%, list=23%, signal=41%",
GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,,24,-0.3058777,-1.0897697,0.21489362,0.72902423,1.0,281,"tags=8%, list=2%, signal=8%",
GO_NUCLEAR_BODY_ORGANIZATION,GO_NUCLEAR_BODY_ORGANIZATION,,15,-0.3198321,-1.0896317,0.18585859,0.72869676,1.0,2617,"tags=27%, list=16%, signal=32%",
GO_GLYCOGEN_BIOSYNTHETIC_PROCESS,GO_GLYCOGEN_BIOSYNTHETIC_PROCESS,,39,-0.3394446,-1.0895369,0.42026266,0.7283413,1.0,4583,"tags=46%, list=29%, signal=64%",
GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION,GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION,,23,-0.33812302,-1.0895139,0.3015873,0.7278075,1.0,3052,"tags=30%, list=19%, signal=38%",
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,,21,-0.38133705,-1.0886494,0.45378152,0.72933966,1.0,3121,"tags=38%, list=19%, signal=47%",
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,,26,-0.4104475,-1.0878018,0.20450282,0.73081565,1.0,2724,"tags=38%, list=17%, signal=46%",
GO_GLUTAMATE_RECEPTOR_ACTIVITY,GO_GLUTAMATE_RECEPTOR_ACTIVITY,,26,-0.5239223,-1.0877416,0.30722892,0.7304373,1.0,2681,"tags=62%, list=17%, signal=74%",
GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY,GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY,,32,-0.2963702,-1.0877218,0.4748491,0.72990346,1.0,2379,"tags=19%, list=15%, signal=22%",
GO_EPHRIN_RECEPTOR_BINDING,GO_EPHRIN_RECEPTOR_BINDING,,26,-0.33487508,-1.0877079,0.30177516,0.72941387,1.0,4354,"tags=54%, list=27%, signal=74%",
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,,70,-0.33707425,-1.0876348,0.316,0.72909516,1.0,1561,"tags=23%, list=10%, signal=25%",
GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY,GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY,,69,-0.26456514,-1.0875041,0.17319588,0.7290289,1.0,2718,"tags=23%, list=17%, signal=28%",
GO_LAMELLIPODIUM_ASSEMBLY,GO_LAMELLIPODIUM_ASSEMBLY,,56,-0.29067808,-1.0873724,0.29740518,0.7286805,1.0,3017,"tags=30%, list=19%, signal=37%",
PID_SYNDECAN_3_PATHWAY,PID_SYNDECAN_3_PATHWAY,,15,-0.47676432,-1.0869743,0.3097015,0.7288505,1.0,2288,"tags=27%, list=14%, signal=31%",
GO_RUFFLE,GO_RUFFLE,,153,-0.27498853,-1.0866559,0.29643527,0.7296145,1.0,3042,"tags=27%, list=19%, signal=34%",
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,,181,-0.26908675,-1.0863771,0.09380863,0.7299116,1.0,3611,"tags=31%, list=22%, signal=40%",
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS,,17,-0.45412204,-1.0863097,0.41463414,0.7295201,1.0,2391,"tags=35%, list=15%, signal=41%",
GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,,28,-0.44183594,-1.0861846,0.19324578,0.729402,1.0,5053,"tags=61%, list=31%, signal=88%",
GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,,16,-0.5054552,-1.0861585,0.33130082,0.728911,1.0,3178,"tags=44%, list=20%, signal=54%",
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS,GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS,,16,-0.40712288,-1.0858395,0.42095238,0.7292283,1.0,675,"tags=13%, list=4%, signal=13%",
BIOCARTA_ARAP_PATHWAY,BIOCARTA_ARAP_PATHWAY,,16,-0.3837537,-1.0857298,0.2202729,0.72895753,1.0,4362,"tags=44%, list=27%, signal=60%",
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,,19,-0.4586666,-1.083984,0.2580645,0.73292977,1.0,4573,"tags=53%, list=28%, signal=74%",
GO_CELL_FATE_SPECIFICATION,GO_CELL_FATE_SPECIFICATION,,61,-0.35711628,-1.0837791,0.29224652,0.7327583,1.0,2243,"tags=25%, list=14%, signal=28%",
BIOCARTA_TFF_PATHWAY,BIOCARTA_TFF_PATHWAY,,18,-0.28964797,-1.0834558,0.28654972,0.73277193,1.0,4389,"tags=44%, list=27%, signal=61%",
GO_NOTCH_SIGNALING_PATHWAY,GO_NOTCH_SIGNALING_PATHWAY,,165,-0.2838463,-1.0833251,0.2945591,0.7325072,1.0,3651,"tags=30%, list=23%, signal=39%",
GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY,GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY,,38,-0.31528017,-1.0832454,0.086134456,0.7322079,1.0,1939,"tags=26%, list=12%, signal=30%",
GO_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,GO_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,,54,-0.3127033,-1.0831716,0.118,0.7317425,1.0,3218,"tags=33%, list=20%, signal=42%",
GO_CELLULAR_GLUCOSE_HOMEOSTASIS,GO_CELLULAR_GLUCOSE_HOMEOSTASIS,,122,-0.26644868,-1.0831468,0.2734531,0.7312436,1.0,3827,"tags=34%, list=24%, signal=45%",
GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION,GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION,,27,-0.36613327,-1.0822475,0.20656371,0.73306686,1.0,1557,"tags=19%, list=10%, signal=20%",
GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION,GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION,,96,-0.30010912,-1.081952,0.31458333,0.73338914,1.0,2830,"tags=30%, list=18%, signal=36%",
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,,19,-0.36714724,-1.0812433,0.3687375,0.7346085,1.0,5035,"tags=47%, list=31%, signal=69%",
GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,,86,-0.27678722,-1.0811492,0.34672305,0.73451275,1.0,3241,"tags=34%, list=20%, signal=42%",
GO_AXONAL_GROWTH_CONE,GO_AXONAL_GROWTH_CONE,,25,-0.32930428,-1.0805293,0.38235295,0.7353555,1.0,3067,"tags=36%, list=19%, signal=44%",
GO_CARBOHYDRATE_PHOSPHORYLATION,GO_CARBOHYDRATE_PHOSPHORYLATION,,22,-0.38468006,-1.0804404,0.408,0.73506016,1.0,3421,"tags=45%, list=21%, signal=58%",
GO_REGULATION_OF_PH,GO_REGULATION_OF_PH,,81,-0.27358484,-1.077881,0.31144464,0.74027336,1.0,4666,"tags=41%, list=29%, signal=57%",
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,,42,-0.33041134,-1.0778232,0.30177516,0.7398998,1.0,3861,"tags=36%, list=24%, signal=47%",
GO_POSITIVE_REGULATION_OF_JNK_CASCADE,GO_POSITIVE_REGULATION_OF_JNK_CASCADE,,105,-0.27819228,-1.0775377,0.30538923,0.74009633,1.0,3230,"tags=29%, list=20%, signal=36%",
GO_MICRO_RIBONUCLEOPROTEIN_COMPLEX,GO_MICRO_RIBONUCLEOPROTEIN_COMPLEX,,22,-0.42645028,-1.0770864,0.39212006,0.7405786,1.0,3564,"tags=45%, list=22%, signal=58%",
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,,35,-0.2893569,-1.0769815,0.36023623,0.74018574,1.0,4258,"tags=43%, list=27%, signal=58%",
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,,99,-0.23647712,-1.0765169,0.30831644,0.7409806,1.0,3926,"tags=33%, list=24%, signal=44%",
GO_REGULATION_OF_ACTIN_NUCLEATION,GO_REGULATION_OF_ACTIN_NUCLEATION,,26,-0.3521046,-1.0764523,0.31013918,0.7407054,1.0,2190,"tags=27%, list=14%, signal=31%",
GO_CERAMIDE_BIOSYNTHETIC_PROCESS,GO_CERAMIDE_BIOSYNTHETIC_PROCESS,,50,-0.2785639,-1.0763565,0.27708334,0.7403166,1.0,908,"tags=14%, list=6%, signal=15%",
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH,GO_NEGATIVE_REGULATION_OF_NEURON_DEATH,,180,-0.2519287,-1.0762866,0.43541667,0.7399796,1.0,2929,"tags=27%, list=18%, signal=33%",
REACTOME_MICROAUTOPHAGY,REACTOME_MICROAUTOPHAGY,,24,-0.24713089,-1.0756446,0.25826445,0.74065965,1.0,4035,"tags=33%, list=25%, signal=44%",
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,,46,-0.41339928,-1.0747375,0.3574297,0.7421519,1.0,3460,"tags=48%, list=22%, signal=61%",
GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,,21,-0.35595146,-1.074058,0.32082552,0.74337244,1.0,3878,"tags=43%, list=24%, signal=56%",
GO_NEUROTRANSMITTER_REUPTAKE,GO_NEUROTRANSMITTER_REUPTAKE,,17,-0.3570705,-1.0740485,0.23529412,0.74284434,1.0,283,"tags=12%, list=2%, signal=12%",
GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,,18,-0.3606732,-1.0740111,0.32277226,0.74237984,1.0,2,"tags=6%, list=0%, signal=6%",
GO_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX,GO_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX,,15,-0.343785,-1.0739652,0.31889763,0.7420505,1.0,4666,"tags=53%, list=29%, signal=75%",
GO_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT,GO_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT,,16,-0.49348563,-1.0736203,0.19624217,0.74246174,1.0,4134,"tags=63%, list=26%, signal=84%",
GO_MOTOR_ACTIVITY,GO_MOTOR_ACTIVITY,,116,-0.23903719,-1.073492,0.07083333,0.742213,1.0,3142,"tags=26%, list=20%, signal=32%",
GO_RESPONSE_TO_ACIDIC_PH,GO_RESPONSE_TO_ACIDIC_PH,,16,-0.3869176,-1.0733002,0.402,0.74203557,1.0,4327,"tags=50%, list=27%, signal=68%",
GO_ACTIN_FILAMENT_POLYMERIZATION,GO_ACTIN_FILAMENT_POLYMERIZATION,,148,-0.24821678,-1.0730827,0.2827443,0.74206126,1.0,2667,"tags=24%, list=17%, signal=29%",
GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,,52,-0.33195767,-1.0721253,0.36916837,0.7434552,1.0,2481,"tags=29%, list=15%, signal=34%",
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,,113,-0.3582965,-1.0718062,0.31707317,0.74344015,1.0,3458,"tags=35%, list=22%, signal=44%",
GO_AUTOPHAGOSOME,GO_AUTOPHAGOSOME,,82,-0.2640017,-1.0710831,0.21333334,0.7442268,1.0,4890,"tags=49%, list=30%, signal=70%",
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,,46,-0.31099656,-1.070297,0.50581396,0.74519557,1.0,2126,"tags=20%, list=13%, signal=22%",
GO_ANATOMICAL_STRUCTURE_ARRANGEMENT,GO_ANATOMICAL_STRUCTURE_ARRANGEMENT,,16,-0.48293328,-1.0700207,0.21485944,0.74536854,1.0,2272,"tags=31%, list=14%, signal=36%",
GO_PROTEIN_TARGETING_TO_VACUOLE,GO_PROTEIN_TARGETING_TO_VACUOLE,,35,-0.2804555,-1.0694394,0.20696722,0.74600494,1.0,4035,"tags=34%, list=25%, signal=46%",
GO_REGULATION_OF_CALCIUM_ION_TRANSPORT,GO_REGULATION_OF_CALCIUM_ION_TRANSPORT,,174,-0.3218958,-1.0688846,0.3326923,0.74668413,1.0,4326,"tags=46%, list=27%, signal=62%",
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,,48,-0.3186384,-1.068631,0.35390946,0.7466753,1.0,3235,"tags=31%, list=20%, signal=39%",
GO_BASEMENT_MEMBRANE_ORGANIZATION,GO_BASEMENT_MEMBRANE_ORGANIZATION,,19,-0.34764007,-1.0685512,0.3754717,0.746328,1.0,1028,"tags=16%, list=6%, signal=17%",
GO_CILIARY_MEMBRANE,GO_CILIARY_MEMBRANE,,61,-0.3288807,-1.0684636,0.39520958,0.74597937,1.0,3563,"tags=31%, list=22%, signal=40%",
GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,,120,-0.27898628,-1.0681623,0.20952381,0.74621123,1.0,3088,"tags=29%, list=19%, signal=36%",
GO_CYCLASE_ACTIVITY,GO_CYCLASE_ACTIVITY,,15,-0.4990024,-1.0679865,0.326,0.7461282,1.0,3178,"tags=47%, list=20%, signal=58%",
GO_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM,GO_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM,,15,-0.48019776,-1.0678085,0.40503877,0.74614877,1.0,1426,"tags=20%, list=9%, signal=22%",
GO_KINASE_REGULATOR_ACTIVITY,GO_KINASE_REGULATOR_ACTIVITY,,175,-0.21346466,-1.0677224,0.26285714,0.7458559,1.0,3139,"tags=26%, list=20%, signal=32%",
GO_KINASE_INHIBITOR_ACTIVITY,GO_KINASE_INHIBITOR_ACTIVITY,,60,-0.26972964,-1.0671715,0.41044775,0.74629164,1.0,2541,"tags=27%, list=16%, signal=32%",
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION,,15,-0.4006406,-1.0670322,0.32931727,0.7460516,1.0,1834,"tags=20%, list=11%, signal=23%",
GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS,GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS,,23,-0.39974284,-1.0667455,0.324,0.74615866,1.0,3169,"tags=39%, list=20%, signal=49%",
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,,23,-0.3997428,-1.0667454,0.324,0.74563813,1.0,3169,"tags=39%, list=20%, signal=49%",
GO_PHOSPHOLIPID_METABOLIC_PROCESS,GO_PHOSPHOLIPID_METABOLIC_PROCESS,,195,-0.2624093,-1.0665725,0.2992126,0.74561787,1.0,3204,"tags=27%, list=20%, signal=34%",
REACTOME_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_VARIANTS_IN_CANCER,REACTOME_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_VARIANTS_IN_CANCER,,18,-0.32770422,-1.0662203,0.27813163,0.7464091,1.0,4573,"tags=56%, list=28%, signal=78%",
GO_MIRNA_BINDING,GO_MIRNA_BINDING,,24,-0.31379712,-1.0662115,0.326572,0.74588835,1.0,2323,"tags=29%, list=14%, signal=34%",
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,,43,-0.29694954,-1.0661948,0.394,0.7454003,1.0,3421,"tags=35%, list=21%, signal=44%",
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,,21,-0.42348003,-1.0659766,0.43006262,0.74538195,1.0,2135,"tags=33%, list=13%, signal=38%",
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,,64,-0.26077893,-1.0658271,0.346,0.74540585,1.0,5313,"tags=48%, list=33%, signal=72%",
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,,159,-0.37718052,-1.0653001,0.50844276,0.74621516,1.0,3555,"tags=35%, list=22%, signal=45%",
GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,,103,-0.24344079,-1.0650011,0.1670103,0.7463548,1.0,2872,"tags=24%, list=18%, signal=29%",
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,,15,-0.38572082,-1.0649489,0.36614174,0.74586606,1.0,3970,"tags=40%, list=25%, signal=53%",
GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,,20,-0.4136723,-1.0646312,0.32358673,0.7461533,1.0,2591,"tags=30%, list=16%, signal=36%",
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,,26,-0.31104454,-1.0644205,0.26706827,0.7462972,1.0,4573,"tags=46%, list=28%, signal=64%",
GO_RETINA_LAYER_FORMATION,GO_RETINA_LAYER_FORMATION,,21,-0.36541173,-1.0641097,0.37804878,0.74651694,1.0,2211,"tags=24%, list=14%, signal=28%",
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,,44,-0.32560182,-1.064092,0.33333334,0.74603444,1.0,4907,"tags=45%, list=31%, signal=65%",
GO_REGULATION_OF_VESICLE_FUSION,GO_REGULATION_OF_VESICLE_FUSION,,28,-0.37562272,-1.0635606,0.19624217,0.74657714,1.0,3266,"tags=43%, list=20%, signal=54%",
GO_G_PROTEIN_ALPHA_SUBUNIT_BINDING,GO_G_PROTEIN_ALPHA_SUBUNIT_BINDING,,17,-0.4183942,-1.0634668,0.32071713,0.7462456,1.0,1448,"tags=24%, list=9%, signal=26%",
GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,,65,-0.3325457,-1.0634218,0.36625513,0.7457717,1.0,3720,"tags=37%, list=23%, signal=48%",
GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,,40,-0.27127683,-1.0634081,0.30581614,0.7452575,1.0,3036,"tags=28%, list=19%, signal=34%",
GO_RHO_GTPASE_BINDING,GO_RHO_GTPASE_BINDING,,162,-0.31392133,-1.0632452,0.20558882,0.7451253,1.0,1812,"tags=25%, list=11%, signal=28%",
KEGG_PANCREATIC_CANCER,KEGG_PANCREATIC_CANCER,,66,-0.25545904,-1.0630642,0.30666667,0.7450731,1.0,3175,"tags=26%, list=20%, signal=32%",
GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,,68,-0.26392475,-1.0621881,0.4096154,0.74673235,1.0,3781,"tags=37%, list=24%, signal=48%",
PID_BCR_5PATHWAY,PID_BCR_5PATHWAY,,53,-0.28111508,-1.0620891,0.29690722,0.7463962,1.0,4901,"tags=47%, list=31%, signal=68%",
GO_AMMONIUM_ION_METABOLIC_PROCESS,GO_AMMONIUM_ION_METABOLIC_PROCESS,,39,-0.37252516,-1.0620829,0.21471173,0.745884,1.0,2974,"tags=31%, list=19%, signal=38%",
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,,15,-0.42914152,-1.0619556,0.2942346,0.74556106,1.0,3918,"tags=53%, list=24%, signal=70%",
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,,32,-0.3349085,-1.0619205,0.3574297,0.74517643,1.0,4573,"tags=44%, list=28%, signal=61%",
PID_EPO_PATHWAY,PID_EPO_PATHWAY,,30,-0.32891834,-1.0618144,0.44807693,0.74487007,1.0,4537,"tags=47%, list=28%, signal=65%",
PID_S1P_S1P2_PATHWAY,PID_S1P_S1P2_PATHWAY,,22,-0.34331676,-1.0616826,0.40361446,0.74472946,1.0,4537,"tags=50%, list=28%, signal=70%",
PID_SHP2_PATHWAY,PID_SHP2_PATHWAY,,49,-0.30113438,-1.0614282,0.4389234,0.744862,1.0,1880,"tags=27%, list=12%, signal=30%",
PID_THROMBIN_PAR1_PATHWAY,PID_THROMBIN_PAR1_PATHWAY,,37,-0.35302088,-1.0612283,0.4623218,0.74475133,1.0,4468,"tags=49%, list=28%, signal=67%",
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,,31,-0.43679166,-1.061068,0.40712947,0.74458414,1.0,4269,"tags=55%, list=27%, signal=75%",
GO_CLATHRIN_COATED_VESICLE_MEMBRANE,GO_CLATHRIN_COATED_VESICLE_MEMBRANE,,89,-0.30838674,-1.0610517,0.30218688,0.7441466,1.0,3285,"tags=34%, list=20%, signal=42%",
GO_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,GO_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,,23,-0.33596292,-1.0608501,0.44720498,0.7439368,1.0,4421,"tags=48%, list=28%, signal=66%",
GO_GLUCAN_METABOLIC_PROCESS,GO_GLUCAN_METABOLIC_PROCESS,,57,-0.31275946,-1.0607375,0.42666668,0.7436998,1.0,3889,"tags=37%, list=24%, signal=48%",
GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,,15,-0.37512276,-1.0602461,0.4235537,0.74439687,1.0,1870,"tags=27%, list=12%, signal=30%",
GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND,GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND,,24,-0.35103947,-1.0602098,0.22312373,0.74401695,1.0,2837,"tags=38%, list=18%, signal=45%",
GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY,GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY,,28,-0.35158157,-1.0599041,0.31941545,0.7441932,1.0,4583,"tags=46%, list=29%, signal=65%",
GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT,GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT,,17,-0.36068398,-1.0597433,0.2739726,0.7440633,1.0,4153,"tags=53%, list=26%, signal=71%",
GO_PHOSPHATASE_ACTIVATOR_ACTIVITY,GO_PHOSPHATASE_ACTIVATOR_ACTIVITY,,15,-0.35181057,-1.0593994,0.18674698,0.7440914,1.0,3489,"tags=33%, list=22%, signal=43%",
